"IsDepDelayed","fYear","fMonth","fDayofMonth","fDayOfWeek","UniqueCarrier","Origin","Dest","Distance"
"NO","f1993","f1","f29","f5","US","BOS","CLE",563
"YES","f1993","f1","f31","f7","US","BOS","CLE",563
"YES","f1993","f1","f3","f7","US","SYR","BOS",264
"YES","f1993","f1","f4","f1","US","SYR","BOS",264
"YES","f1993","f1","f5","f2","US","SYR","BOS",264
"NO","f1993","f1","f6","f3","US","SYR","BOS",264
"YES","f1993","f1","f7","f4","US","SYR","BOS",264
"YES","f1993","f1","f8","f5","US","SYR","BOS",264
"NO","f1993","f1","f10","f7","US","SYR","BOS",264
"YES","f1993","f1","f11","f1","US","SYR","BOS",264
"NO","f1993","f1","f12","f2","US","SYR","BOS",264
"NO","f1993","f1","f14","f4","US","SYR","BOS",264
"YES","f1993","f1","f15","f5","US","SYR","BOS",264
"YES","f1993","f1","f17","f7","US","SYR","BOS",264
"YES","f1993","f1","f18","f1","US","SYR","BOS",264
"NO","f1993","f1","f19","f2","US","SYR","BOS",264
"NO","f1993","f1","f20","f3","US","SYR","BOS",264
"YES","f1993","f1","f21","f4","US","SYR","BOS",264
"YES","f1993","f1","f22","f5","US","SYR","BOS",264
"NO","f1993","f1","f24","f7","US","SYR","BOS",264
"YES","f1993","f1","f25","f1","US","SYR","BOS",264
"NO","f1993","f1","f26","f2","US","SYR","BOS",264
"YES","f1993","f1","f27","f3","US","SYR","BOS",264
"NO","f1993","f1","f28","f4","US","SYR","BOS",264
"YES","f1993","f1","f29","f5","US","SYR","BOS",264
"YES","f1993","f1","f31","f7","US","SYR","BOS",264
"NO","f1993","f1","f1","f5","US","CLT","CAK",394
"NO","f1993","f1","f2","f6","US","CLT","CAK",394
"YES","f1993","f1","f3","f7","US","CLT","CAK",394
"NO","f1993","f1","f4","f1","US","CLT","CAK",394
"YES","f1993","f1","f5","f2","US","CLT","CAK",394
"YES","f1993","f1","f6","f3","US","CLT","CAK",394
"YES","f1993","f1","f8","f5","US","CLT","CAK",394
"YES","f1993","f1","f9","f6","US","CLT","CAK",394
"NO","f1993","f1","f10","f7","US","CLT","CAK",394
"NO","f1993","f1","f12","f2","US","CLT","CAK",394
"NO","f1993","f1","f14","f4","US","CLT","CAK",394
"NO","f1993","f1","f15","f5","US","CLT","CAK",394
"NO","f1993","f1","f17","f7","US","CLT","CAK",394
"NO","f1993","f1","f18","f1","US","CLT","CAK",394
"NO","f1993","f1","f19","f2","US","CLT","CAK",394
"NO","f1993","f1","f21","f4","US","CLT","CAK",394
"YES","f1993","f1","f22","f5","US","CLT","CAK",394
"NO","f1993","f1","f23","f6","US","CLT","CAK",394
"NO","f1993","f1","f24","f7","US","CLT","CAK",394
"NO","f1993","f1","f25","f1","US","CLT","CAK",394
"YES","f1993","f1","f26","f2","US","CLT","CAK",394
"YES","f1993","f1","f27","f3","US","CLT","CAK",394
"YES","f1993","f1","f28","f4","US","CLT","CAK",394
"NO","f1993","f1","f29","f5","US","CLT","CAK",394
"NO","f1993","f1","f31","f7","US","CLT","CAK",394
"YES","f1993","f1","f3","f7","US","BUF","LGA",292
"NO","f1993","f1","f4","f1","US","BUF","LGA",292
"NO","f1993","f1","f5","f2","US","BUF","LGA",292
"NO","f1993","f1","f6","f3","US","BUF","LGA",292
"YES","f1993","f1","f7","f4","US","BUF","LGA",292
"YES","f1993","f1","f10","f7","US","BUF","LGA",292
"YES","f1993","f1","f12","f2","US","BUF","LGA",292
"NO","f1993","f1","f13","f3","US","BUF","LGA",292
"YES","f1993","f1","f14","f4","US","BUF","LGA",292
"NO","f1993","f1","f17","f7","US","BUF","LGA",292
"YES","f1993","f1","f18","f1","US","BUF","LGA",292
"YES","f1993","f1","f21","f4","US","BUF","LGA",292
"YES","f1993","f1","f22","f5","US","BUF","LGA",292
"YES","f1993","f1","f24","f7","US","BUF","LGA",292
"NO","f1993","f1","f25","f1","US","BUF","LGA",292
"YES","f1993","f1","f27","f3","US","BUF","LGA",292
"YES","f1993","f1","f28","f4","US","BUF","LGA",292
"NO","f1993","f1","f31","f7","US","BUF","LGA",292
"YES","f1993","f1","f3","f7","US","LGA","FLL",1076
"YES","f1993","f1","f4","f1","US","LGA","FLL",1076
"YES","f1993","f1","f5","f2","US","LGA","FLL",1076
"YES","f1993","f1","f6","f3","US","LGA","FLL",1076
"YES","f1993","f1","f7","f4","US","LGA","FLL",1076
"YES","f1993","f1","f8","f5","US","LGA","FLL",1076
"YES","f1993","f1","f10","f7","US","LGA","FLL",1076
"YES","f1993","f1","f12","f2","US","LGA","FLL",1076
"YES","f1993","f1","f13","f3","US","LGA","FLL",1076
"YES","f1993","f1","f15","f5","US","LGA","FLL",1076
"YES","f1993","f1","f17","f7","US","LGA","FLL",1076
"YES","f1993","f1","f18","f1","US","LGA","FLL",1076
"YES","f1993","f1","f20","f3","US","LGA","FLL",1076
"YES","f1993","f1","f22","f5","US","LGA","FLL",1076
"YES","f1993","f1","f24","f7","US","LGA","FLL",1076
"YES","f1993","f1","f25","f1","US","LGA","FLL",1076
"YES","f1993","f1","f26","f2","US","LGA","FLL",1076
"YES","f1993","f1","f27","f3","US","LGA","FLL",1076
"YES","f1993","f1","f28","f4","US","LGA","FLL",1076
"YES","f1993","f1","f29","f5","US","LGA","FLL",1076
"YES","f1993","f1","f31","f7","US","LGA","FLL",1076
"YES","f1993","f1","f3","f7","US","ROC","BOS",343
"NO","f1993","f1","f4","f1","US","ROC","BOS",343
"NO","f1993","f1","f6","f3","US","ROC","BOS",343
"NO","f1993","f1","f7","f4","US","ROC","BOS",343
"YES","f1993","f1","f8","f5","US","ROC","BOS",343
"YES","f1993","f1","f10","f7","US","ROC","BOS",343
"YES","f1993","f1","f11","f1","US","ROC","BOS",343
"YES","f1993","f1","f12","f2","US","ROC","BOS",343
"YES","f1993","f1","f14","f4","US","ROC","BOS",343
"YES","f1993","f1","f15","f5","US","ROC","BOS",343
"NO","f1993","f1","f17","f7","US","ROC","BOS",343
"YES","f1993","f1","f18","f1","US","ROC","BOS",343
"YES","f1993","f1","f19","f2","US","ROC","BOS",343
"NO","f1993","f1","f20","f3","US","ROC","BOS",343
"NO","f1993","f1","f21","f4","US","ROC","BOS",343
"NO","f1993","f1","f24","f7","US","ROC","BOS",343
"YES","f1993","f1","f25","f1","US","ROC","BOS",343
"YES","f1993","f1","f26","f2","US","ROC","BOS",343
"YES","f1993","f1","f28","f4","US","ROC","BOS",343
"YES","f1993","f1","f29","f5","US","ROC","BOS",343
"YES","f1993","f1","f31","f7","US","ROC","BOS",343
"YES","f1993","f1","f3","f7","US","LGA","CLE",418
"NO","f1993","f1","f5","f2","US","LGA","CLE",418
"YES","f1993","f1","f6","f3","US","LGA","CLE",418
"NO","f1993","f1","f7","f4","US","LGA","CLE",418
"NO","f1993","f1","f8","f5","US","LGA","CLE",418
"YES","f1993","f1","f10","f7","US","LGA","CLE",418
"YES","f1993","f1","f11","f1","US","LGA","CLE",418
"NO","f1993","f1","f12","f2","US","LGA","CLE",418
"YES","f1993","f1","f13","f3","US","LGA","CLE",418
"YES","f1993","f1","f14","f4","US","LGA","CLE",418
"YES","f1993","f1","f15","f5","US","LGA","CLE",418
"NO","f1993","f1","f17","f7","US","LGA","CLE",418
"YES","f1993","f1","f18","f1","US","LGA","CLE",418
"NO","f1993","f1","f19","f2","US","LGA","CLE",418
"NO","f1993","f1","f20","f3","US","LGA","CLE",418
"YES","f1993","f1","f21","f4","US","LGA","CLE",418
"NO","f1993","f1","f22","f5","US","LGA","CLE",418
"YES","f1993","f1","f24","f7","US","LGA","CLE",418
"NO","f1993","f1","f25","f1","US","LGA","CLE",418
"NO","f1993","f1","f26","f2","US","LGA","CLE",418
"YES","f1993","f1","f27","f3","US","LGA","CLE",418
"NO","f1993","f1","f28","f4","US","LGA","CLE",418
"YES","f1993","f1","f29","f5","US","LGA","CLE",418
"YES","f1993","f1","f31","f7","US","LGA","CLE",418
"NO","f1993","f1","f4","f1","US","IND","DCA",499
"NO","f1993","f1","f5","f2","US","IND","DCA",499
"YES","f1993","f1","f6","f3","US","IND","DCA",499
"NO","f1994","f1","f7","f5","US","CLT","ORF",290
"YES","f1994","f1","f10","f1","US","CLT","ORF",290
"YES","f1994","f1","f11","f2","US","CLT","ORF",290
"YES","f1994","f1","f12","f3","US","CLT","ORF",290
"YES","f1994","f1","f14","f5","US","CLT","ORF",290
"NO","f1994","f1","f15","f6","US","CLT","ORF",290
"NO","f1994","f1","f17","f1","US","CLT","ORF",290
"YES","f1994","f1","f18","f2","US","CLT","ORF",290
"NO","f1994","f1","f19","f3","US","CLT","ORF",290
"YES","f1994","f1","f20","f4","US","CLT","ORF",290
"NO","f1994","f1","f22","f6","US","CLT","ORF",290
"YES","f1994","f1","f24","f1","US","CLT","ORF",290
"YES","f1994","f1","f27","f4","US","CLT","ORF",290
"NO","f1994","f1","f28","f5","US","CLT","ORF",290
"NO","f1994","f1","f29","f6","US","CLT","ORF",290
"YES","f1994","f1","f31","f1","US","CLT","ORF",290
"YES","f1994","f1","f1","f6","US","MCO","CLT",468
"YES","f1994","f1","f3","f1","US","MCO","CLT",468
"YES","f1994","f1","f4","f2","US","MCO","CLT",468
"NO","f1994","f1","f5","f3","US","MCO","CLT",468
"NO","f1994","f1","f6","f4","US","MCO","CLT",468
"YES","f1994","f1","f7","f5","US","MCO","CLT",468
"YES","f1994","f1","f8","f6","US","MCO","CLT",468
"YES","f1994","f1","f9","f7","US","MCO","CLT",468
"YES","f1994","f1","f10","f1","US","MCO","CLT",468
"YES","f1994","f1","f11","f2","US","MCO","CLT",468
"YES","f1994","f1","f13","f4","US","MCO","CLT",468
"NO","f1994","f1","f14","f5","US","MCO","CLT",468
"NO","f1994","f1","f15","f6","US","MCO","CLT",468
"YES","f1994","f1","f16","f7","US","MCO","CLT",468
"YES","f1994","f1","f17","f1","US","MCO","CLT",468
"YES","f1994","f1","f18","f2","US","MCO","CLT",468
"YES","f1994","f1","f19","f3","US","MCO","CLT",468
"YES","f1994","f1","f20","f4","US","MCO","CLT",468
"NO","f1994","f1","f22","f6","US","MCO","CLT",468
"YES","f1994","f1","f23","f7","US","MCO","CLT",468
"YES","f1994","f1","f24","f1","US","MCO","CLT",468
"NO","f1994","f1","f25","f2","US","MCO","CLT",468
"NO","f1994","f1","f26","f3","US","MCO","CLT",468
"YES","f1994","f1","f27","f4","US","MCO","CLT",468
"YES","f1994","f1","f28","f5","US","MCO","CLT",468
"NO","f1994","f1","f29","f6","US","MCO","CLT",468
"YES","f1994","f1","f30","f7","US","MCO","CLT",468
"YES","f1994","f1","f5","f3","US","CLT","CAE",88
"YES","f1994","f1","f6","f4","US","CLT","CAE",88
"YES","f1994","f1","f7","f5","US","CLT","CAE",88
"YES","f1994","f1","f8","f6","US","CLT","CAE",88
"YES","f1994","f1","f10","f1","US","CLT","CAE",88
"YES","f1994","f1","f11","f2","US","CLT","CAE",88
"YES","f1994","f1","f12","f3","US","CLT","CAE",88
"YES","f1994","f1","f13","f4","US","CLT","CAE",88
"NO","f1994","f1","f15","f6","US","CLT","CAE",88
"YES","f1994","f1","f18","f2","US","CLT","CAE",88
"YES","f1994","f1","f19","f3","US","CLT","CAE",88
"YES","f1994","f1","f20","f4","US","CLT","CAE",88
"YES","f1994","f1","f21","f5","US","CLT","CAE",88
"YES","f1994","f1","f22","f6","US","CLT","CAE",88
"YES","f1994","f1","f24","f1","US","CLT","CAE",88
"YES","f1994","f1","f25","f2","US","CLT","CAE",88
"YES","f1994","f1","f26","f3","US","CLT","CAE",88
"YES","f1994","f1","f27","f4","US","CLT","CAE",88
"YES","f1994","f1","f28","f5","US","CLT","CAE",88
"YES","f1994","f1","f29","f6","US","CLT","CAE",88
"YES","f1994","f1","f31","f1","US","CLT","CAE",88
"YES","f1994","f1","f1","f6","US","ORD","CLT",599
"YES","f1994","f1","f2","f7","US","ORD","CLT",599
"YES","f1994","f1","f3","f1","US","ORD","CLT",599
"YES","f1994","f1","f6","f4","US","ORD","CLT",599
"YES","f1994","f1","f7","f5","US","ORD","CLT",599
"YES","f1994","f1","f8","f6","US","ORD","CLT",599
"YES","f1994","f1","f9","f7","US","ORD","CLT",599
"YES","f1994","f1","f11","f2","US","ORD","CLT",599
"YES","f1994","f1","f12","f3","US","ORD","CLT",599
"YES","f1994","f1","f13","f4","US","ORD","CLT",599
"YES","f1994","f1","f14","f5","US","ORD","CLT",599
"YES","f1994","f1","f16","f7","US","ORD","CLT",599
"YES","f1994","f1","f17","f1","US","ORD","CLT",599
"YES","f1994","f1","f18","f2","US","ORD","CLT",599
"YES","f1994","f1","f19","f3","US","ORD","CLT",599
"YES","f1994","f1","f21","f5","US","ORD","CLT",599
"YES","f1994","f1","f22","f6","US","ORD","CLT",599
"NO","f1994","f1","f23","f7","US","ORD","CLT",599
"NO","f1994","f1","f24","f1","US","ORD","CLT",599
"YES","f1994","f1","f26","f3","US","ORD","CLT",599
"YES","f1994","f1","f28","f5","US","ORD","CLT",599
"YES","f1994","f1","f29","f6","US","ORD","CLT",599
"YES","f1994","f1","f31","f1","US","ORD","CLT",599
"YES","f1994","f1","f1","f6","US","PBI","PHL",951
"YES","f1994","f1","f2","f7","US","PBI","PHL",951
"NO","f1994","f1","f3","f1","US","PBI","PHL",951
"YES","f1994","f1","f4","f2","US","PBI","PHL",951
"NO","f1994","f1","f5","f3","US","PBI","PHL",951
"NO","f1994","f1","f6","f4","US","PBI","PHL",951
"YES","f1994","f1","f10","f1","US","PBI","PHL",951
"NO","f1994","f1","f11","f2","US","PBI","PHL",951
"YES","f1994","f1","f12","f3","US","PBI","PHL",951
"NO","f1994","f1","f14","f5","US","PBI","PHL",951
"NO","f1994","f1","f15","f6","US","PBI","PHL",951
"YES","f1994","f1","f17","f1","US","PBI","PHL",951
"YES","f1994","f1","f18","f2","US","PBI","PHL",951
"YES","f1994","f1","f19","f3","US","PBI","PHL",951
"YES","f1994","f1","f20","f4","US","PBI","PHL",951
"YES","f1994","f1","f21","f5","US","PBI","PHL",951
"NO","f1994","f1","f22","f6","US","PBI","PHL",951
"YES","f1994","f1","f24","f1","US","PBI","PHL",951
"YES","f1994","f1","f26","f3","US","PBI","PHL",951
"NO","f1994","f1","f27","f4","US","PBI","PHL",951
"YES","f1994","f1","f28","f5","US","PBI","PHL",951
"YES","f1994","f1","f29","f6","US","PBI","PHL",951
"YES","f1994","f1","f31","f1","US","PBI","PHL",951
"YES","f1994","f1","f6","f4","US","PHL","ALB",212
"NO","f1994","f1","f9","f7","US","PHL","ALB",212
"YES","f1994","f1","f10","f1","US","PHL","ALB",212
"YES","f1994","f1","f11","f2","US","PHL","ALB",212
"NO","f1994","f1","f12","f3","US","PHL","ALB",212
"YES","f1994","f1","f13","f4","US","PHL","ALB",212
"YES","f1994","f1","f15","f6","US","PHL","ALB",212
"NO","f1994","f1","f16","f7","US","PHL","ALB",212
"YES","f1994","f1","f17","f1","US","PHL","ALB",212
"YES","f1994","f1","f18","f2","US","PHL","ALB",212
"YES","f1994","f1","f19","f3","US","PHL","ALB",212
"YES","f1994","f1","f20","f4","US","PHL","ALB",212
"YES","f1994","f1","f21","f5","US","PHL","ALB",212
"YES","f1994","f1","f22","f6","US","PHL","ALB",212
"NO","f1994","f1","f23","f7","US","PHL","ALB",212
"YES","f1994","f1","f24","f1","US","PHL","ALB",212
"YES","f1994","f1","f25","f2","US","PHL","ALB",212
"YES","f1994","f1","f26","f3","US","PHL","ALB",212
"YES","f1994","f1","f27","f4","US","PHL","ALB",212
"YES","f1994","f1","f28","f5","US","PHL","ALB",212
"YES","f1994","f1","f29","f6","US","PHL","ALB",212
"NO","f1994","f1","f30","f7","US","PHL","ALB",212
"YES","f1994","f1","f31","f1","US","PHL","ALB",212
"NO","f1994","f1","f1","f6","US","PHL","ROC",257
"NO","f1994","f1","f2","f7","US","PHL","ROC",257
"YES","f1994","f1","f4","f2","US","PHL","ROC",257
"YES","f1994","f1","f1","f6","US","MIA","PIT",1013
"YES","f1994","f1","f2","f7","US","MIA","PIT",1013
"YES","f1994","f1","f3","f1","US","MIA","PIT",1013
"YES","f1994","f1","f5","f3","US","MIA","PIT",1013
"YES","f1994","f1","f6","f4","US","MIA","PIT",1013
"YES","f1994","f1","f7","f5","US","MIA","PIT",1013
"YES","f1994","f1","f8","f6","US","MIA","PIT",1013
"YES","f1994","f1","f9","f7","US","MIA","PIT",1013
"YES","f1994","f1","f10","f1","US","MIA","PIT",1013
"NO","f1994","f1","f12","f3","US","MIA","PIT",1013
"YES","f1994","f1","f13","f4","US","MIA","PIT",1013
"YES","f1994","f1","f14","f5","US","MIA","PIT",1013
"YES","f1994","f1","f16","f7","US","MIA","PIT",1013
"YES","f1994","f1","f17","f1","US","MIA","PIT",1013
"YES","f1994","f1","f18","f2","US","MIA","PIT",1013
"YES","f1994","f1","f19","f3","US","MIA","PIT",1013
"YES","f1994","f1","f20","f4","US","MIA","PIT",1013
"NO","f1994","f1","f21","f5","US","MIA","PIT",1013
"YES","f1994","f1","f23","f7","US","MIA","PIT",1013
"YES","f1994","f1","f25","f2","US","MIA","PIT",1013
"NO","f1994","f1","f26","f3","US","MIA","PIT",1013
"YES","f1994","f1","f28","f5","US","MIA","PIT",1013
"YES","f1994","f1","f29","f6","US","MIA","PIT",1013
"YES","f1994","f1","f30","f7","US","MIA","PIT",1013
"YES","f1994","f1","f31","f1","US","MIA","PIT",1013
"YES","f1994","f1","f5","f3","US","PHL","GSO",365
"YES","f1994","f1","f7","f5","US","PHL","GSO",365
"YES","f1994","f1","f9","f7","US","PHL","GSO",365
"NO","f1994","f1","f10","f1","US","PHL","GSO",365
"YES","f1994","f1","f12","f3","US","PHL","GSO",365
"YES","f1994","f1","f13","f4","US","PHL","GSO",365
"YES","f1994","f1","f14","f5","US","PHL","GSO",365
"YES","f1994","f1","f16","f7","US","PHL","GSO",365
"YES","f1994","f1","f18","f2","US","PHL","GSO",365
"YES","f1994","f1","f21","f5","US","PHL","GSO",365
"YES","f1994","f1","f23","f7","US","PHL","GSO",365
"NO","f1994","f1","f24","f1","US","PHL","GSO",365
"YES","f1994","f1","f25","f2","US","PHL","GSO",365
"YES","f1994","f1","f26","f3","US","PHL","GSO",365
"YES","f1994","f1","f27","f4","US","PHL","GSO",365
"YES","f1994","f1","f28","f5","US","PHL","GSO",365
"NO","f1994","f1","f30","f7","US","PHL","GSO",365
"YES","f1994","f1","f31","f1","US","PHL","GSO",365
"YES","f1994","f1","f1","f6","US","IND","BWI",515
"YES","f1994","f1","f2","f7","US","IND","BWI",515
"YES","f1994","f1","f3","f1","US","IND","BWI",515
"YES","f1994","f1","f5","f3","US","IND","BWI",515
"YES","f1994","f1","f6","f4","US","IND","BWI",515
"YES","f1994","f1","f8","f6","US","IND","BWI",515
"YES","f1994","f1","f9","f7","US","IND","BWI",515
"YES","f1994","f1","f10","f1","US","IND","BWI",515
"YES","f1994","f1","f11","f2","US","IND","BWI",515
"NO","f1994","f1","f12","f3","US","IND","BWI",515
"YES","f1994","f1","f13","f4","US","IND","BWI",515
"YES","f1994","f1","f14","f5","US","IND","BWI",515
"YES","f1994","f1","f15","f6","US","IND","BWI",515
"YES","f1994","f1","f19","f3","US","IND","BWI",515
"YES","f1994","f1","f21","f5","US","IND","BWI",515
"YES","f1994","f1","f22","f6","US","IND","BWI",515
"NO","f1994","f1","f23","f7","US","IND","BWI",515
"NO","f1994","f1","f24","f1","US","IND","BWI",515
"YES","f1994","f1","f25","f2","US","IND","BWI",515
"YES","f1994","f1","f26","f3","US","IND","BWI",515
"YES","f1994","f1","f27","f4","US","IND","BWI",515
"YES","f1994","f1","f29","f6","US","IND","BWI",515
"NO","f1994","f1","f30","f7","US","IND","BWI",515
"YES","f1994","f1","f31","f1","US","IND","BWI",515
"NO","f1994","f1","f1","f6","US","CLE","PHL",363
"YES","f1994","f1","f2","f7","US","CLE","PHL",363
"YES","f1994","f1","f3","f1","US","CLE","PHL",363
"YES","f1994","f1","f4","f2","US","CLE","PHL",363
"YES","f1994","f1","f1","f6","US","CLT","FAY",118
"YES","f1994","f1","f2","f7","US","CLT","FAY",118
"YES","f1994","f1","f3","f1","US","CLT","FAY",118
"NO","f1994","f1","f4","f2","US","CLT","FAY",118
"YES","f1994","f1","f5","f3","US","CLT","FAY",118
"NO","f1994","f1","f6","f4","US","CLT","FAY",118
"NO","f1994","f1","f7","f5","US","CLT","FAY",118
"YES","f1994","f1","f9","f7","US","CLT","FAY",118
"YES","f1994","f1","f10","f1","US","CLT","FAY",118
"NO","f1994","f1","f11","f2","US","CLT","FAY",118
"NO","f1994","f1","f12","f3","US","CLT","FAY",118
"NO","f1994","f1","f13","f4","US","CLT","FAY",118
"NO","f1994","f1","f14","f5","US","CLT","FAY",118
"NO","f1994","f1","f16","f7","US","CLT","FAY",118
"YES","f1994","f1","f17","f1","US","CLT","FAY",118
"YES","f1994","f1","f18","f2","US","CLT","FAY",118
"YES","f1994","f1","f19","f3","US","CLT","FAY",118
"NO","f1994","f1","f20","f4","US","CLT","FAY",118
"NO","f1994","f1","f21","f5","US","CLT","FAY",118
"YES","f1994","f1","f23","f7","US","CLT","FAY",118
"YES","f1994","f1","f24","f1","US","CLT","FAY",118
"NO","f1994","f1","f25","f2","US","CLT","FAY",118
"YES","f1994","f1","f27","f4","US","CLT","FAY",118
"YES","f1994","f1","f28","f5","US","CLT","FAY",118
"NO","f1994","f1","f30","f7","US","CLT","FAY",118
"NO","f1994","f1","f31","f1","US","CLT","FAY",118
"YES","f1994","f1","f5","f3","US","DCA","CLT",331
"NO","f1994","f1","f7","f5","US","DCA","CLT",331
"NO","f1994","f1","f8","f6","US","DCA","CLT",331
"NO","f1994","f1","f9","f7","US","DCA","CLT",331
"YES","f1994","f1","f10","f1","US","DCA","CLT",331
"YES","f1994","f1","f11","f2","US","DCA","CLT",331
"NO","f1994","f1","f12","f3","US","DCA","CLT",331
"YES","f1994","f1","f13","f4","US","DCA","CLT",331
"YES","f1994","f1","f14","f5","US","DCA","CLT",331
"NO","f1994","f1","f15","f6","US","DCA","CLT",331
"NO","f1994","f1","f16","f7","US","DCA","CLT",331
"YES","f1994","f1","f17","f1","US","DCA","CLT",331
"YES","f1994","f1","f19","f3","US","DCA","CLT",331
"NO","f1994","f1","f21","f5","US","DCA","CLT",331
"NO","f1994","f1","f22","f6","US","DCA","CLT",331
"NO","f1994","f1","f23","f7","US","DCA","CLT",331
"NO","f1994","f1","f24","f1","US","DCA","CLT",331
"NO","f1994","f1","f25","f2","US","DCA","CLT",331
"YES","f1994","f1","f26","f3","US","DCA","CLT",331
"YES","f1994","f1","f27","f4","US","DCA","CLT",331
"YES","f1994","f1","f28","f5","US","DCA","CLT",331
"NO","f1994","f1","f29","f6","US","DCA","CLT",331
"NO","f1994","f1","f30","f7","US","DCA","CLT",331
"NO","f1994","f1","f31","f1","US","DCA","CLT",331
"YES","f1994","f1","f2","f7","US","PHL","CLT",448
"YES","f1994","f1","f3","f1","US","PHL","CLT",448
"YES","f1994","f1","f4","f2","US","PHL","CLT",448
"NO","f1994","f1","f1","f6","US","BOS","MCO",1121
"YES","f1994","f1","f3","f1","US","BOS","MCO",1121
"YES","f1994","f1","f1","f6","US","CLT","CAE",88
"YES","f1994","f1","f2","f7","US","CLT","CAE",88
"YES","f1994","f1","f3","f1","US","CLT","CAE",88
"YES","f1994","f1","f2","f7","US","STL","CLT",575
"YES","f1994","f1","f3","f1","US","STL","CLT",575
"YES","f1994","f1","f1","f6","US","MCO","LGA",950
"YES","f1994","f1","f2","f7","US","MCO","LGA",950
"YES","f1994","f1","f3","f1","US","MCO","LGA",950
"YES","f1994","f1","f4","f2","US","MCO","LGA",950
"YES","f1994","f1","f7","f5","US","MCO","LGA",950
"YES","f1994","f1","f8","f6","US","MCO","LGA",950
"YES","f1994","f1","f9","f7","US","MCO","LGA",950
